fecha,stock,open,high,low,close,volume,return_1d,volatility_5,ma_5,ma_10,target
2021-03-10,ARG,12780.0,12780.0,12450.0,10286.3623046875,46778,0.01589841203951159,0.015671079782991194,10091.580078125,10271.8734375,1
2021-03-11,ARG,12940.0,12940.0,12700.0,10415.1416015625,19281,0.012519420671806891,0.009763530110801845,10162.4095703125,10284.7513671875,0
2021-03-12,ARG,12840.0,12980.0,12700.0,10334.654296875,29351,-0.007727912664713621,0.009659348675127308,10233.2392578125,10247.72705078125,0
2021-03-15,ARG,12500.0,12820.0,12480.0,10060.994140625,50664,-0.026479855870239377,0.018084125801478047,10244.507421875,10202.65361328125,0
2021-03-16,ARG,12400.0,12760.0,12250.0,9980.505859375,96304,-0.008000032613576291,0.017294266942517938,10215.531640625,10154.360546875,0
2021-03-17,ARG,12240.0,12360.0,12200.0,9851.7255859375,61428,-0.012903180986215457,0.014011813540998463,10128.604296875,10110.0921875,0
2021-03-18,ARG,11900.0,12600.0,11900.0,9578.06640625,92096,-0.027777791545282704,0.009860171716821485,9961.1892578125,10061.7994140625,0
2021-03-19,ARG,11400.0,11900.0,11400.0,9175.626953125,1611681,-0.042016774164605364,0.013440338029147071,9729.3837890625,9981.3115234375,0
2021-03-22,ARG,11400.0,11400.0,11400.0,9175.626953125,0,0.0,0.016750299858304535,9552.3103515625,9898.40888671875,1
2021-03-23,ARG,11490.0,11900.0,11350.0,9248.068359375,120925,0.007894981631236364,0.020290065898015693,9405.8228515625,9810.67724609375,1
2021-03-24,ARG,11650.0,11650.0,11470.0,9376.8466796875,520985,0.013924888453268558,0.02415022765760464,9310.8470703125,9719.72568359375,0
2021-03-25,ARG,11600.0,11770.0,11490.0,9336.6044921875,89372,-0.004291654633446718,0.02190960384461798,9262.5546875,9611.87197265625,0
2021-03-26,ARG,11570.0,11790.0,11310.0,9312.4580078125,90850,-0.0025862169052148776,0.007692324204334129,9289.9208984375,9509.65234375,1
2021-03-29,ARG,11590.0,11590.0,11450.0,9328.5546875,36023,0.0017285103110258326,0.007562186283626375,9320.5064453125,9436.4083984375,1
2021-03-30,ARG,11850.0,11860.0,11400.0,9537.822265625,133534,0.02243301187968738,0.011515668924138037,9378.4572265625,9392.1400390625,0
2021-03-31,ARG,11780.0,11980.0,11610.0,9481.48046875,146807,-0.00590719718882371,0.011622659196700323,9399.383984375,9355.11552734375,0
2021-04-01,ARG,11780.0,11780.0,11780.0,9481.48046875,0,0.0,0.011165945371218771,9428.3591796875,9345.45693359375,0
2021-04-02,ARG,11780.0,11780.0,11780.0,9481.48046875,0,0.0,0.010891265677852173,9462.163671875,9376.04228515625,0
2021-04-05,ARG,11780.0,11890.0,11510.0,9481.48046875,125619,0.0,0.010994481460970418,9492.748828125,9406.62763671875,1
2021-04-06,ARG,12010.0,12090.0,11700.0,9666.6044921875,168309,0.019524801432397654,0.00973428246630541,9518.5052734375,9448.48125,0
2021-04-07,ARG,12000.0,12190.0,11940.0,9658.5537109375,162043,-0.0008328447963819041,0.008832237157890398,9553.919921875,9476.651953125,0
2021-04-08,ARG,11880.0,12000.0,11850.0,9561.9697265625,59533,-0.009999839237382568,0.010802750867586803,9570.0177734375,9499.1884765625,0
2021-04-09,ARG,11700.0,12040.0,11690.0,9417.08984375,52402,-0.015151677630816374,0.013258359981087922,9557.1396484375,9509.65166015625,0
2021-04-12,ARG,11570.0,11700.0,11520.0,9312.4580078125,81966,-0.01111084609720936,0.013903135316458084,9523.33515625,9508.0419921875,0
2021-04-13,ARG,11500.0,11940.0,11470.0,9256.1162109375,109131,-0.00605015312044721,0.005431725575302171,9441.2375,9479.87138671875,0
2021-04-14,ARG,11500.0,11940.0,11470.0,9256.1162109375,109131,0.0,0.005734883827839292,9360.75,9457.3349609375,0
2021-04-15,ARG,11400.0,11500.0,11400.0,9175.626953125,50003,-0.008695791623422933,0.005676849555008652,9283.4814453125,9426.749609375,1
2021-04-16,ARG,11520.0,11550.0,11430.0,9272.2138671875,71147,0.010526464791553503,0.008652669059105151,9254.50625,9405.82294921875,1
2021-04-19,ARG,11360.0,11520.0,11300.0,9457.0244140625,208507,0.01993165273387487,0.011947007070255493,9283.41953125,9403.37734375,1
2021-04-20,ARG,11430.0,11500.0,11300.0,9515.296875,558333,0.006161817754308574,0.010790163019148619,9335.2556640625,9388.24658203125,0
2021-04-21,ARG,11400.0,11480.0,11300.0,9490.3232421875,16361,-0.0026245773663787775,0.011186340187559606,9382.0970703125,9371.42353515625,0
2021-04-22,ARG,11350.0,11400.0,11310.0,9448.7001953125,175101,-0.004385840799391527,0.009960227719211144,9436.71171875,9360.09658203125,0
2021-04-23,ARG,11280.0,11340.0,11280.0,9390.4248046875,16294,-0.0061675563220759955,0.010793974339994558,9460.35390625,9357.430078125,0
2021-04-26,ARG,11000.0,11330.0,11000.0,9157.3310546875,223593,-0.024822492576016875,0.011352829764072694,9400.415234375,9341.9173828125,0
2021-04-27,ARG,10900.0,11150.0,10900.0,9074.0810546875,209018,-0.009091076810790355,0.008936496394310718,9312.1720703125,9323.7138671875,1
2021-04-28,ARG,11040.0,11090.0,10750.0,9190.6279296875,483625,0.012843931445795764,0.013426107695842418,9252.2330078125,9317.1650390625,0
2021-04-29,ARG,10810.0,11190.0,10810.0,8999.158203125,66394,-0.02083314959840943,0.01477901951782983,9162.324609375,9299.5181640625,0
2021-04-30,ARG,10590.0,10970.0,10500.0,8816.01171875,190866,-0.020351512912774594,0.015304043626771461,9047.4419921875,9253.89794921875,0
2021-05-03,ARG,9930.0,10690.0,9900.0,8266.572265625,164951,-0.06232290412641417,0.027339359529800145,8869.290234375,9134.852734375,1
2021-05-04,ARG,10020.0,10200.0,9700.0,8341.494140625,199624,0.009063233537744297,0.030198229442725703,8722.7728515625,9017.4724609375,1
2021-05-05,ARG,10190.0,10300.0,10140.0,8483.0185546875,89716,0.016966314628603874,0.03123210665232554,8581.2509765625,8916.7419921875,1
2021-05-06,ARG,10600.0,10800.0,10120.0,8824.3359375,242992,0.0402353691215136,0.0394758061436122,8546.2865234375,8854.30556640625,1
2021-05-07,ARG,11300.0,11300.0,10880.0,9407.076171875,184624,0.06603785695630426,0.04810038837777963,8664.4994140625,8855.970703125,1
2021-05-10,ARG,11800.0,11800.0,11380.0,9823.3173828125,304144,0.04424767093754012,0.022769090663591115,8975.8484375,8922.5693359375,0
2021-05-11,ARG,11800.0,11800.0,11380.0,9823.3173828125,304144,0.0,0.0255695252319314,9272.2130859375,8997.49296875,0
2021-05-12,ARG,11160.0,11330.0,11050.0,9290.5283203125,239447,-0.054237182994026245,0.04750079253312978,9433.7150390625,9007.4830078125,0
2021-05-13,ARG,11050.0,11130.0,11050.0,9198.953125,56392,-0.00985683398782422,0.047251859736159,9508.6384765625,9027.4625,1
2021-05-14,ARG,11280.0,11360.0,11200.0,9390.4248046875,89233,0.02081450759512382,0.03684339098758967,9505.308203125,9084.90380859375,0
2021-05-17,ARG,11280.0,11280.0,11280.0,9390.4248046875,0,0.0,0.02782736843139918,9418.7296875,9197.2890625,0
2021-05-18,ARG,11000.0,11220.0,11000.0,9157.3310546875,57018,-0.024822492576016875,0.028109840471079638,9285.532421875,9278.87275390625,0
2021-05-19,ARG,10700.0,10900.0,10660.0,8907.5849609375,52754,-0.027272803861574824,0.01969709412847399,9208.94375,9321.32939453125,1
2021-05-20,ARG,10980.0,10980.0,10000.0,9140.681640625,452074,0.02616833639080629,0.024863427408716714,9197.289453125,9352.96396484375,0
2021-05-21,ARG,10780.0,11010.0,10720.0,8974.1826171875,337560,-0.01821516490602948,0.02228693895033927,9114.041015625,9309.674609375,0
2021-05-24,ARG,10380.0,10500.0,10380.0,8641.189453125,46521,-0.03710568173916429,0.0246633656921115,8964.1939453125,9191.46181640625,0
2021-05-25,ARG,9915.0,10380.0,9900.0,8254.0830078125,188749,-0.04479781949144823,0.02781560526729538,8783.5443359375,9034.53837890625,0
2021-05-26,ARG,9910.0,10000.0,9795.0,8249.921875,181566,-0.000504130235734368,0.02868715363885857,8652.01171875,8930.477734375,0
2021-05-27,ARG,9000.0,10200.0,9000.0,7492.361328125,1002842,-0.09182639040142426,0.034425538138641694,8322.34765625,8759.8185546875,1
2021-05-28,ARG,10270.0,10270.0,9500.0,8549.6162109375,534348,0.14111103783045698,0.08875375337590985,8237.434375,8675.7376953125,0
2021-05-31,ARG,10100.0,10200.0,10100.0,8408.0966796875,23152,-0.016552734971770344,0.0874555624558533,8190.8158203125,8577.5048828125,1
2021-06-01,ARG,10220.0,10400.0,10010.0,8507.9921875,193309,0.011880870501147944,0.08421801854257023,8241.59765625,8512.57099609375,1
2021-06-02,ARG,10250.0,10570.0,10110.0,8532.9677734375,270236,0.002935544061052786,0.08413680500993394,8298.2068359375,8475.10927734375,1
2021-06-03,ARG,10340.0,10400.0,10150.0,8607.890625,113747,0.008780397811383844,0.06329138623711444,8521.3126953125,8421.83017578125,0
2021-06-04,ARG,10220.0,10370.0,10200.0,8507.9921875,115000,-0.01160544921538198,0.01256369922134539,8512.987890625,8375.2111328125,0
2021-06-07,ARG,10220.0,10220.0,10220.0,8507.9921875,0,0.0,0.009121345596155378,8532.9669921875,8361.89140625,1
2021-06-08,ARG,10320.0,10580.0,10100.0,8591.2412109375,112220,0.009784802524831937,0.008610433253529821,8549.616796875,8395.6072265625,0
2021-06-09,ARG,10200.0,10500.0,10200.0,8491.3427734375,46602,-0.011627940020217276,0.010468700841802495,8541.291796875,8419.74931640625,1
2021-06-10,ARG,10380.0,10410.0,10340.0,8641.189453125,30447,0.017646994555001072,0.012976217594059035,8547.9515625,8534.63212890625,0
2021-06-11,ARG,10290.0,10350.0,10250.0,8566.265625,94633,-0.008670545708022281,0.012322431812502683,8559.60625,8536.2970703125,0
2021-06-14,ARG,10290.0,10290.0,10290.0,8566.265625,0,0.0,0.012322431812502683,8571.2609375,8552.11396484375,0
2021-06-15,ARG,10200.0,10290.0,10200.0,8491.3427734375,23421,-0.00874626760858821,0.011961596724979982,8551.28125,8550.4490234375,0
2021-06-16,ARG,10100.0,10380.0,10100.0,8408.0966796875,116602,-0.009803643071671697,0.011628339949905326,8534.63203125,8537.9619140625,1
2021-06-17,ARG,10190.0,10230.0,10000.0,8483.0185546875,37954,0.00891068191223332,0.008064391813722304,8502.9978515625,8525.47470703125,1
2021-06-18,ARG,10500.0,10500.0,10000.0,8741.0888671875,304788,0.03042199080861341,0.016516066055896932,8537.9625,8548.784375,0
2021-06-21,ARG,10310.0,10680.0,10210.0,8582.9150390625,111937,-0.018095437596883035,0.01938754052702197,8541.2923828125,8556.27666015625,0
2021-06-22,ARG,10310.0,10490.0,10240.0,8582.9150390625,43330,0.0,0.018723705901584602,8559.6068359375,8555.44404296875,0
2021-06-23,ARG,10200.0,10400.0,10200.0,8491.3427734375,50665,-0.010669133413092946,0.018866876342913532,8576.2560546875,8555.44404296875,1
2021-06-24,ARG,10560.0,10600.0,10210.0,8791.0361328125,511820,0.035293989110002366,0.024183450630538058,8637.8595703125,8570.4287109375,1
2021-06-25,ARG,10800.0,10800.0,10410.0,8990.83203125,122368,0.022727229807617544,0.022540394973668488,8687.808203125,8612.8853515625,0
2021-06-28,ARG,10770.0,10830.0,10550.0,8965.8564453125,54957,-0.0027778948434016293,0.019276722069336158,8764.396484375,8652.84443359375,0
2021-06-29,ARG,10400.0,10700.0,10400.0,8657.8388671875,94444,-0.03435450701266096,0.027582075315685687,8779.38125,8669.49404296875,0
2021-06-30,ARG,10000.0,10500.0,10000.0,8324.845703125,203678,-0.03846146471084333,0.033044160499592995,8746.0818359375,8661.1689453125,1
2021-07-01,ARG,10100.0,10330.0,10070.0,8408.0966796875,125659,0.010000302652005688,0.027001211211017683,8669.4939453125,8653.6767578125,1
2021-07-02,ARG,10500.0,10500.0,9890.0,8741.0888671875,175875,0.03960375340407918,0.03240602724144292,8619.5453125,8653.6767578125,0
2021-07-05,ARG,10500.0,10500.0,10500.0,8741.0888671875,0,0.0,0.032481614610495285,8574.591796875,8669.494140625,1
2021-07-06,ARG,10590.0,10590.0,10270.0,8816.01171875,91593,0.008571340790704873,0.028033407139627767,8606.2263671875,8692.80380859375,0
2021-07-07,ARG,10510.0,10700.0,10400.0,8749.4130859375,143464,-0.007554281339129498,0.017933898901772383,8691.13984375,8718.61083984375,0
2021-07-08,ARG,10500.0,10600.0,10480.0,8741.0888671875,112858,-0.0009514031019267621,0.0186089030239074,8757.73828125,8713.61611328125,0
2021-07-09,ARG,10420.0,10660.0,10400.0,8674.490234375,196612,-0.007619031658915976,0.006672315285388403,8744.4185546875,8681.98193359375,0
2021-07-12,ARG,10420.0,10420.0,10420.0,8674.490234375,0,0.0,0.006672315285388403,8731.098828125,8652.8453125,1
2021-07-13,ARG,10450.0,10550.0,10430.0,8699.4638671875,304399,0.0028789741111858724,0.004722831078887387,8707.7892578125,8657.0078125,1
2021-07-14,ARG,10520.0,10590.0,10350.0,8757.7373046875,168303,0.006698509056379365,0.005289387901603028,8709.4541015625,8700.29697265625,0
2021-07-15,ARG,10520.0,10520.0,10520.0,8757.7373046875,44659,0.0,0.005254546899317115,8712.7837890625,8735.26103515625,0
2021-07-16,ARG,10500.0,10580.0,10430.0,8741.0888671875,27029,-0.0019009975888508723,0.00335360332985468,8726.103515625,8735.26103515625,0
2021-07-19,ARG,10300.0,10310.0,10200.0,8574.5908203125,45345,-0.01904774672867182,0.009921288307921671,8706.1236328125,8718.61123046875,0
2021-07-20,ARG,10300.0,10300.0,10300.0,8574.5908203125,0,0.0,0.009626611941010898,8681.1490234375,8694.469140625,1
2021-07-21,ARG,10400.0,10500.0,10350.0,8657.8388671875,75333,0.009708690317652424,0.010433376157463635,8661.1693359375,8685.31171875,1
2021-07-22,ARG,10420.0,10510.0,10230.0,8674.490234375,35546,0.0019232706271083977,0.010571513543228165,8644.519921875,8678.65185546875,0
2021-07-23,ARG,10420.0,10570.0,10400.0,8674.490234375,16000,0.0,0.010603955833440561,8631.2001953125,8678.65185546875,1
2021-07-26,ARG,10450.0,10450.0,10350.0,8699.4638671875,17218,0.0028789741111858724,0.0040041441745544614,8656.1748046875,8681.14921875,0
2021-07-27,ARG,10370.0,10460.0,10050.0,8632.86328125,20791,-0.00765571154202993,0.006234124454397607,8667.829296875,8674.48916015625,0
2021-07-28,ARG,10090.0,10440.0,10090.0,8399.7685546875,71783,-0.027000859270963518,0.012463823905088578,8616.215234375,8638.69228515625,0
2021-07-29,ARG,9980.0,10210.0,9965.0,8308.1953125,171883,-0.010901876830451185,0.011731242887543904,8542.95625,8593.7380859375,1
2021-07-30,ARG,10090.0,10190.0,9800.0,8399.7685546875,65998,0.011022037728184442,0.014455469538275615,8488.0119140625,8559.6060546875,0
2021-08-02,ARG,9905.0,10100.0,9905.0,8245.7607421875,83241,-0.018334768570981153,0.014187001007433142,8397.2712890625,8526.723046875,0
2021-08-03,ARG,9905.0,9905.0,9800.0,8245.7607421875,75538,0.0,0.01497212980702018,8319.85078125,8493.8400390625,1
2021-08-04,ARG,9990.0,10000.0,9900.0,8316.5205078125,40627,0.008581350810116906,0.012565624007857403,8303.201171875,8459.708203125,0
2021-08-05,ARG,9940.0,10020.0,9900.0,8274.8955078125,30788,-0.005005097980687712,0.011763793905099894,8296.5412109375,8419.74873046875,0
2021-08-06,ARG,9890.0,9890.0,9710.0,8233.2734375,67537,-0.005029920954675915,0.009770337577435341,8263.2421875,8375.62705078125,1
2021-08-09,ARG,9950.0,9950.0,9765.0,8283.220703125,46641,0.006066513641767912,0.006255749582319537,8270.7341796875,8334.002734375,1
2021-08-10,ARG,10020.0,10140.0,9945.0,8341.494140625,20740,0.007035118293783338,0.006766667520295984,8289.880859375,8304.8658203125,1
2021-08-11,ARG,10130.0,10200.0,9960.0,8433.0693359375,43630,0.01097827244959726,0.007377623131773599,8313.190625,8308.1958984375,1
2021-08-12,ARG,10350.0,10350.0,10020.0,8616.2138671875,295909,0.021717422679015552,0.009635458157256823,8381.454296875,8338.99775390625,0
2021-08-13,ARG,10350.0,10350.0,10020.0,8616.2138671875,295909,0.0,0.008046511009833453,8458.0423828125,8360.64228515625,0
2021-08-16,ARG,10350.0,10350.0,10350.0,8616.2138671875,0,0.0,0.009027102195099484,8524.641015625,8397.68759765625,1
2021-08-17,ARG,10650.0,10650.0,10170.0,8865.9619140625,172185,0.02898582262751126,0.012955933974923802,8629.5345703125,8459.70771484375,1
2021-08-18,ARG,11010.0,11180.0,10650.0,9165.6552734375,338373,0.03380268968893829,0.016017143796005454,8776.0517578125,8544.62119140625,1
2021-08-19,ARG,11080.0,11170.0,10890.0,9223.9287109375,207747,0.006357803753418434,0.016332320770181166,8897.5947265625,8639.52451171875,1
2021-08-20,ARG,11100.0,11340.0,11040.0,9240.5791015625,219907,0.0018051300207098109,0.015966044955545624,9022.4677734375,8740.255078125,0
2021-08-23,ARG,11030.0,11200.0,11030.0,9182.3037109375,114491,-0.006306465210080381,0.01753893311604805,9135.6857421875,8830.16337890625,0
2021-08-24,ARG,11000.0,11120.0,10930.0,9157.3310546875,115582,-0.0027196504315418757,0.015941045762255114,9193.9595703125,8911.7470703125,0
2021-08-25,ARG,10940.0,10990.0,10740.0,9107.380859375,188449,-0.005454667415013992,0.00530609360950943,9182.3046875,8979.17822265625,0
2021-08-26,ARG,10650.0,10930.0,10650.0,8865.9619140625,45620,-0.02650805418596136,0.010906239582362497,9110.711328125,9004.15302734375,1
2021-08-27,ARG,10890.0,10910.0,10590.0,9065.755859375,70595,0.022534942880320985,0.017459329471965233,9075.7466796875,9049.1072265625,0
2021-08-30,ARG,10700.0,11000.0,10680.0,8907.5849609375,229875,-0.01744707235568599,0.018553193204324202,9020.8029296875,9078.2443359375,1
2021-08-31,ARG,10940.0,10940.0,10530.0,9107.380859375,481240,0.02242986166437544,0.02260421103382439,9010.812890625,9102.38623046875,1
2021-09-01,ARG,11100.0,11100.0,10670.0,9240.5791015625,91813,0.014625307126624465,0.02336133917372795,9037.4525390625,9109.87861328125,1
2021-09-02,ARG,11300.0,11360.0,10960.0,9407.076171875,350060,0.0180180342035432,0.016807742935913837,9145.675390625,9128.193359375,0
2021-09-03,ARG,11150.0,11180.0,11030.0,9282.2041015625,18840,-0.013274270137818012,0.018732670784588217,9188.9650390625,9132.355859375,1
2021-09-06,ARG,11180.0,11180.0,10960.0,9307.17578125,44804,0.0026902747897232793,0.014398209664098799,9268.883203125,9144.84306640625,1
2021-09-07,ARG,11210.0,11230.0,11180.0,9332.15234375,87387,0.0026835812589161012,0.012316169350966672,9313.8375,9162.3251953125,0
2021-09-08,ARG,11080.0,11200.0,11060.0,9223.9287109375,48587,-0.011596856633505404,0.012741118933510237,9310.507421875,9173.97998046875,1
2021-09-09,ARG,11100.0,11150.0,11030.0,9240.5791015625,88200,0.0018051300207098109,0.008151512806762443,9277.2080078125,9211.44169921875,0
2021-09-10,ARG,11100.0,11190.0,10910.0,9240.5791015625,69267,0.0,0.006088539416864374,9268.8830078125,9228.9240234375,0
2021-09-13,ARG,10960.0,11190.0,10920.0,9124.0302734375,169019,-0.012612719056243171,0.007520727523288264,9232.25390625,9250.5685546875,0
2021-09-14,ARG,10690.0,10780.0,10530.0,8899.2607421875,550241,-0.024634895382182664,0.010737369432802483,9145.6755859375,9229.75654296875,1
2021-09-15,ARG,10700.0,10790.0,10660.0,8907.5849609375,754851,0.0009353831729570494,0.011531957566817455,9082.4068359375,9196.45712890625,1
2021-09-16,ARG,10750.0,10920.0,10750.0,8949.208984375,663022,0.004672874142658712,0.01212909377372482,9024.1328125,9150.67041015625,1
2021-09-17,ARG,10800.0,10850.0,10700.0,8990.83203125,1102720,0.0046510308282745605,0.012890186028968709,8974.1833984375,9121.533203125,0
2021-09-20,ARG,10700.0,10790.0,10600.0,8907.5849609375,115998,-0.009259106390059668,0.012502319446542974,8930.8943359375,9081.57412109375,0
2021-09-21,ARG,10690.0,10720.0,10620.0,8899.2607421875,52419,-0.0009345090489177865,0.005721588020887618,8930.8943359375,9038.2849609375,1
2021-09-22,ARG,10770.0,10850.0,10700.0,8965.8564453125,95901,0.007483284854133965,0.006658150602826659,8942.5486328125,9012.477734375,0
2021-09-23,ARG,10700.0,10900.0,10650.0,8907.5849609375,134354,-0.0064992658236754375,0.0071119679149926895,8934.223828125,8979.1783203125,0
2021-09-24,ARG,10580.0,10700.0,10500.0,8807.68359375,71824,-0.011215314546602517,0.007536448925624139,8897.594140625,8935.88876953125,1
2021-09-27,ARG,10870.0,10900.0,10720.0,9049.107421875,228578,0.027410592757477925,0.015194230505603586,8925.8986328125,8928.396484375,1
2021-09-28,ARG,11100.0,11100.0,10680.0,9240.5791015625,382567,0.02115917855330607,0.016801093535465855,8994.1623046875,8962.5283203125,0
2021-09-29,ARG,11100.0,11240.0,11030.0,9240.5791015625,265960,0.0,0.017151287177628986,9049.1068359375,8995.827734375,1
2021-09-30,ARG,11160.0,11190.0,11060.0,9290.5283203125,87040,0.005405420829258878,0.01571919098368622,9125.6955078125,9029.95966796875,1
2021-10-01,ARG,11340.0,11360.0,11160.0,9440.3759765625,474017,0.01612907803341801,0.011241612713549419,9252.233984375,9074.9140625,1
2021-10-04,ARG,11490.0,11580.0,11310.0,9565.2490234375,199704,0.013227550172262292,0.008464749171780188,9355.4623046875,9140.68046875,0
2021-10-05,ARG,11400.0,11700.0,11400.0,9490.3232421875,593319,-0.007833123953847054,0.009755232516205185,9405.4111328125,9199.78671875,0
2021-10-06,ARG,11400.0,11480.0,11190.0,9490.3232421875,451237,0.0,0.009755232516205185,9455.3599609375,9252.2333984375,1
2021-10-07,ARG,11500.0,11700.0,11480.0,9573.5732421875,1042006,0.008772093202255471,0.009872411645251072,9511.9689453125,9318.8322265625,1
2021-10-08,ARG,11660.0,11690.0,11590.0,9706.7705078125,248476,0.013913014739161733,0.009342851077034758,9565.2478515625,9408.74091796875,1
2021-10-11,ARG,11900.0,12030.0,11650.0,9906.5654296875,578252,0.02058304785450482,0.011229570247883304,9633.5111328125,9494.48671875,0
2021-10-12,ARG,11750.0,11840.0,11750.0,9781.693359375,220154,-0.012604981130825532,0.012894019451494257,9691.78515625,9548.59814453125,1
